Index;GOÄ;Schlüssel;GOÄZiffer;Beschreibung;Punktzahl;Einfachfaktor;Einfachsatz;Regelhöchstfaktor;Regelhöchstsatz;Höchstfaktor;Höchstsatz;Ausschlussziffer;go;ziffer;analog
380;GOÄ 676:;676;z 676; Magenuntersuchung unter Sichtkontrolle (Gastroskopie) mittels endogastral anzuwendender Kamera einschließlich Aufnahmen;800;1;46,63;2,3;107,25;3,5;163,2;Ausschlussziffern: GOÄ 402, GOÄ 403;GOAE;z 676;
381;GOÄ 677:;677;z 677; Bronchoskopie oder Thorakoskopie;600;1;34,97;2,3;80,44;3,5;122,4;Ausschlussziffern: GOÄ 402, GOÄ 403;GOAE;z 677;
382;GOÄ 678:;678;z 678; Bronchoskopie mit zusätzlichem operativem Eingriff (z.B. Probeexzision, Katheterbiopsie, periphere Lungenbiopsie, Segmentsondierungen) – gegebenenfalls einschließlich Lavage –;900;1;52,46;2,3;120,65;3,5;183,6;Ausschlussziffern: GOÄ 306, GOÄ 315, GOÄ 402, GOÄ 403;GOAE;z 678;
383;GOÄ 679:;679;z 679; Mediastinoskopie – gegebenenfalls einschließlich Skalenoskopie und/ oder Probeexzision und/oder Probepunktion –;1100;1;64,12;2,3;147,47;3,5;224,41;Ausschlussziffern: GOÄ 303, GOÄ 306, GOÄ 307, GOÄ 308, GOÄ 310, GOÄ 314, GOÄ 315, GOÄ 402, GOÄ 403, GOÄ 5309;GOAE;z 679;
384;GOÄ 680:;680;z 680; Ösophagoskopie – gegebenenfalls einschließlich Probeexzision und/ oder Probepunktion –;550;1;32,06;2,3;73,73;3,5;112,2;Ausschlussziffern: GOÄ 315, GOÄ 402, GOÄ 403, GOÄ 655, GOÄ 681, GOÄ 682, GOÄ 683, GOÄ 684, GOÄ 685, GOÄ 691;GOAE;z 680;
385;GOÄ 681:;681;z 681; Ösophagoskopie mit zusätzlichem operativem Eingriff (z.B. Fremdkörperentfernung) – gegebenenfalls einschließlich Probeexzision und/oder Probepunktion –;825;1;48,09;2,3;110,6;3,5;168,3;Ausschlussziffern: GOÄ 315, GOÄ 402, GOÄ 403, GOÄ 655, GOÄ 680, GOÄ 682, GOÄ 683, GOÄ 684, GOÄ 685, GOÄ 691;GOAE;z 681;
386;GOÄ 682:;682;z 682; Gastroskopie unter Einsatz vollflexibler optischer Instrumente – gegebenenfalls einschließlich Probeexzision und/oder Probepunktion –;850;1;49,54;2,3;113,95;3,5;173,4;Ausschlussziffern: GOÄ 315, GOÄ 402, GOÄ 403, GOÄ 680, GOÄ 681, GOÄ 683, GOÄ 684, GOÄ 685, GOÄ 691;GOAE;z 682;
387;GOÄ 683:;683;z 683; Gastroskopie einschließlich Ösophagoskopie unter Einsatz vollflexibler optischer Instrumente – gegebenenfalls einschließlich Probeexzision und/oder Probepunktion –;1000;1;58,29;2,3;134,06;3,5;204,01;Ausschlussziffern: GOÄ 315, GOÄ 402, GOÄ 403, GOÄ 680, GOÄ 681, GOÄ 682, GOÄ 684, GOÄ 685, GOÄ 691;GOAE;z 683;
388;GOÄ 684:;684;z 684; Bulboskopie – gegebenenfalls einschließlich Ösophago- und Gastroskopie, Probeexzision und/oder Probepunktion –;1200;1;69,94;2,3;160,87;3,5;244,81;Ausschlussziffern: GOÄ 315, GOÄ 402, GOÄ 403, GOÄ 680, GOÄ 681, GOÄ 682, GOÄ 683, GOÄ 685, GOÄ 691;GOAE;z 684;
389;GOÄ 685:;685;z 685; Duodeno-/Jejunoskopie – gegebenenfalls einschließlich einer vorausgegangenen Ösophago-/Gastro-/Bulboskopie, Probeexzision und/oder Probepunktion –;1350;1;78,69;2,3;180,98;3,5;275,41;Ausschlussziffern: GOÄ 315, GOÄ 402, GOÄ 403, GOÄ 680, GOÄ 681, GOÄ 682, GOÄ 683, GOÄ 684, GOÄ 691;GOAE;z 685;
390;GOÄ 686:;686;z 686; Duodenoskopie mit Sondierung der Papilla Vateri zwecks Einbringung von Kontrastmittel und/oder Entnahme von Sekret – gegebenenfalls einschließlich Probeexzision und/oder Probepunktion –;1500;1;87,43;2,3;201,09;3,5;306,01;Ausschlussziffern: GOÄ 315, GOÄ 370, GOÄ 402, GOÄ 403, GOÄ 684, GOÄ 685, GOÄ 692;GOAE;z 686;
391;GOÄ 687:;687;z 687; Hohe Koloskopie bis zum Coecum – gegebenenfalls einschließlich Probeexzision und/oder Probepunktion –;1500;1;87,43;2,3;201,09;3,5;306,01;Ausschlussziffern: GOÄ 315, GOÄ 402, GOÄ 403, GOÄ 688, GOÄ 689, GOÄ 690;GOAE;z 687;
392;GOÄ 688:;688;z 688; Partielle Koloskopie – gegebenenfalls einschließlich Rektoskopie, Probeexzision und/oder Probepunktion –;900;1;52,46;2,3;120,65;3,5;183,6;Ausschlussziffern: GOÄ 315, GOÄ 402, GOÄ 403, GOÄ 687, GOÄ 689, GOÄ 690;GOAE;z 688;
393;GOÄ 689:;689;z 689; Sigmoidoskopie unter Einsatz vollflexibler optischer Instrumente – einschließlich Rektoskopie sowie gegebenenfalls einschließlich Probeexzision und/oder Probepunktion –;700;1;40,8;2,3;93,84;3,5;142,8;Ausschlussziffern: GOÄ 315, GOÄ 402, GOÄ 403, GOÄ 687, GOÄ 688, GOÄ 690, GOÄ 691;GOAE;z 689;
394;GOÄ 690:;690;z 690; Rektoskopie – gegebenenfalls einschließlich Probeexzision und/oder Probepunktion –;350;1;20,4;2,3;46,92;3,5;71,4;Ausschlussziffern: GOÄ 315, GOÄ 402, GOÄ 403, GOÄ 687, GOÄ 688, GOÄ 689;GOAE;z 690;
395;GOÄ 691:;691;z 691; Ösophago-/Gastro-/Bulboskopie mit nachfolgender Sklerosierung von Ösophagusvarizen – gegebenenfalls einschließlich Probeexzision und/ oder Probepunktion –;1400;1;81,6;2,3;187,69;3,5;285,61;Ausschlussziffern: GOÄ 315, GOÄ 402, GOÄ 403, GOÄ 680, GOÄ 681, GOÄ 682, GOÄ 683, GOÄ 684, GOÄ 685, GOÄ 686;GOAE;z 691;
396;GOÄ 692:;692;z 692; Duodenoskopie mit Sondierung der Papilla Vateri zwecks Einbringung von Kontrastmittel und/oder Entnahme von Sekret – gegebenenfalls einschließlich Probeexzision und/oder Probepunktion – mit Papillotomie (Hochfrequenzelektroschlinge) und Steinentfernung;1900;1;110,75;2,3;254,72;3,5;387,61;Ausschlussziffern: GOÄ 315, GOÄ 370, GOÄ 402, GOÄ 403, GOÄ 672, GOÄ 680, GOÄ 681, GOÄ 682, GOÄ 683, GOÄ 684, GOÄ 685, GOÄ 686;GOAE;z 692;
397;GOÄ 692a:;692a;z 692a; Plazierung einer Drainage in den Gallenoder Pankreasgang – zusätzlich zu einer Leistung nach Nummer 685, 686 oder 692 –;400;1;23,31;2,3;53,62;3,5;81,6;Ausschlussziffern:;GOAE;z 692a;
398;GOÄ 693:;693;z 693; Langzeit-pH-metrie des Ösophagus – einschließlich Sondeneinführung –;300;1;17,49;2,3;40,22;3,5;61,2;Ausschlussziffern: GOÄ 670, GOÄ 671, GOÄ 672, GOÄ 680, GOÄ 681;GOAE;z 693;
399;GOÄ 694:;694;z 694; Manometrische Untersuchung des Ösophagus;500;1;29,14;2,3;67,03;3,5;102;Ausschlussziffern: GOÄ 670, GOÄ 671, GOÄ 672, GOÄ 680, GOÄ 681;GOAE;z 694;
400;GOÄ 695:;695;z 695; Entfernung eines oder mehrerer Polypen oder Schlingenbiopsie mittels Hochfrequenzelektroschlinge – gegebenenfalls einschließlich Probeexzision und/oder Probepunktion – zusätzlich zu den Nummern 682 bis 685 und 687 bis 689 –;400;1;23,31;2,3;53,62;3,5;81,6;Ausschlussziffern:;GOAE;z 695;
401;GOÄ 696:;696;z 696; Entfernung eines oder mehrerer Polypen oder Schlingenbiopsie mittels Hochfrequenzelektroschlinge – gegebenenfalls einschließlich Probeexzision und/oder Probepunktion – zusätzlich zu Nummer 690 –;200;1;11,66;2,3;26,81;3,5;40,8;Ausschlussziffern:;GOAE;z 696;
402;GOÄ 697:;697;z 697; Saugbiopsie des Dünndarms – gegebenenfalls einschließlich Röntgenkontrolle, Probeexzision und/oder Probepunktion –;400;1;23,31;2,3;53,62;3,5;81,6;Ausschlussziffern:;GOAE;z 697;
403;GOÄ 698:;698;z 698; Kryochirurgischer Eingriff im Enddarmbereich;200;1;11,66;2,3;26,81;3,5;40,8;Ausschlussziffern:;GOAE;z 698;
404;GOÄ 699:;699;z 699; Infrarotkoagulation im Enddarmbereich, je Sitzung;120;1;6,99;2,3;16,09;3,5;24,48;Ausschlussziffern:;GOAE;z 699;
405;GOÄ 700:;700;z 700; Laparoskopie (mit Anlegung eines Pneumoperitoneums) oder Nephroskopie -gegebenenfalls einschließlich Probeexzision und/oder Probepunktion –;800;1;46,63;2,3;107,25;3,5;163,2;Ausschlussziffern: GOÄ 307, GOÄ 315, GOÄ 701, GOÄ 1155, GOÄ 1156, GOÄ 1852;GOAE;z 700;
406;GOÄ 701:;701;z 701; Laparoskopie (mit Anlegung eines Pneumoperitoneums) mit intraabdominalem Eingriff – gegebenenfalls einschließlich Probeexzision und/oder Probepunktion –;1050;1;61,2;2,3;140,76;3,5;214,21;Ausschlussziffern: GOÄ 700;GOAE;z 701;
407;GOÄ 703:;703;z 703; Ballonsondentamponade bei blutenden Ösophagus- und/oder Fundusvarizen;500;1;29,14;2,3;67,03;3,5;102;Ausschlussziffern:;GOAE;z 703;
408;GOÄ 705:;705;z 705; Proktoskopie;152;1;8,86;2,3;20,38;3,5;31,01;Ausschlussziffern: GOÄ 766;GOAE;z 705;
409;GOÄ 706:;706;z 706; Licht- oder Laserkoagulation(en) zur Beseitigung von Stenosen oder zur Blutstillung bei endoskopischen Eingriffen, je Sitzung;600;1;34,97;2,3;80,44;3,5;122,4;Ausschlussziffern:;GOAE;z 706;
410;GOÄ 714:;714;z 714; Neurokinesiologische Diagnostik nach Vojta (Lagereflexe) sowie Prüfung des zerebellaren Gleichgewichts und der Statomotorik;180;1;10,49;2,3;24,13;3,5;36,72;Ausschlussziffern:;GOAE;z 714;
411;GOÄ 715:;715;z 715; Prüfung der kindlichen Entwicklung bezüglich der Grobmotorik, der Feinmotorik, der Sprache und des sozialen Verhaltens nach standardisierten Skalen mit Dokumentation des entsprechenden Entwicklungsstandes;220;1;12,82;2,3;29,49;3,5;44,88;Ausschlussziffern: GOÄ 8, GOÄ 26, GOÄ 800, GOÄ 801, GOÄ 856, GOÄ 1555;GOAE;z 715;
412;GOÄ 716:;716;z 716; Prüfung der funktionellen Entwicklung bei einem Säugling oder Kleinkind (z.B. Bewegungs- und Wahrnehmungsvermögen) nach standardisierten Methoden mit Dokumentation des entsprechenden Entwicklungsstandes, je Untersuchungsgang;69;1;4,02;2,3;9,25;3,5;14,08;Ausschlussziffern: GOÄ 718, GOÄ 725, GOÄ 800, GOÄ 801, GOÄ 856, GOÄ 857;GOAE;z 716;
413;GOÄ 717:;717;z 717; Prüfung der funktionellen Entwicklung bei einem Kleinkind (z.B. Sprechvermögen, Sprachverständnis, Sozialverhalten) nach standardisierten Methoden mit Dokumentation des entsprechenden Entwicklungsstandes, je Untersuchungsgang;110;1;6,41;2,3;14,75;3,5;22,44;Ausschlussziffern: GOÄ 718, GOÄ 800, GOÄ 801, GOÄ 856, GOÄ 857, GOÄ 1555;GOAE;z 717;
414;GOÄ 718:;718;z 718; Höchstwert bei den Untersuchungen nach den Nummern 716 und 717, auch bei deren Nebeneinanderberechnung;251;1;14,63;2,3;33,65;3,5;51,21;Ausschlussziffern: GOÄ 716, GOÄ 717, GOÄ 800, GOÄ 801, GOÄ 856;GOAE;z 718;
415;GOÄ 719:;719;z 719; Funktionelle Entwicklungstherapie bei Ausfallerscheinungen in der Motorik, im Sprachbereich und/oder Sozialverhalten, als Einzelbehandlung, Dauer mindestens 45 Minuten;251;1;14,63;2,3;33,65;3,5;51,21;Ausschlussziffern: GOÄ 725, GOÄ 726;GOAE;z 719;
416;GOÄ 725:;725;z 725; Systematische sensomotorische Entwicklungs- und Übungsbehandlung von Ausfallerscheinungen am Zentralnervensystem als zeitaufwendige Einzelbehandlung – gegebenenfalls einschließlich individueller Beratung der Betreuungsperson -, Dauer mindestens 45 Minuten;300;1;17,49;1,8;31,48;2,5;43,72;Ausschlussziffern: GOÄ 505, GOÄ 506, GOÄ 507, GOÄ 508, GOÄ 509, GOÄ 510, GOÄ 514, GOÄ 515, GOÄ 516, GOÄ 518, GOÄ 520, GOÄ 521, GOÄ 523, GOÄ 525, GOÄ 526, GOÄ 527, GOÄ 535, GOÄ 536, GOÄ 538, GOÄ 539, GOÄ 548, GOÄ 549, GOÄ 551, GOÄ 552, GOÄ 553, GOÄ 554, GOÄ 555, GOÄ 719, GOÄ 806, GOÄ 846, GOÄ 847, GOÄ 849, GOÄ 1559, GOÄ 1560;GOAE;z 725;
417;GOÄ 726:;726;z 726; Systematische sensomotorische Behandlung von zentralbedingten Sprachstörungen – einschließlich aller dazugehörender psychotherapeutischer, atemgymnastischer, physikalischer und sedierender Maßnahmen sowie gegebenenfalls auch Dämmerschlaf – als zeitaufwendige Einzelbehandlung, Dauer mindestens 45 Minuten;300;1;17,49;1,8;31,48;2,5;43,72;Ausschlussziffern: GOÄ 719, GOÄ 849, GOÄ 1559, GOÄ 1560;GOAE;z 726;
418;GOÄ 740:;740;z 740; Kryotherapie der Haut, je Sitzung;71;1;4,14;2,3;9,52;3,5;14,48;Ausschlussziffern:;GOAE;z 740;
419;GOÄ 741:;741;z 741; Verschorfung mit heißer Luft oder heißen Dämpfen, je Sitzung;76;1;4,43;2,3;10,19;3,5;15,5;Ausschlussziffern:;GOAE;z 741;
420;GOÄ 742:;742;z 742; Epilation von Haaren im Gesicht durch Elektrokoagulation bei generalisiertem krankhaften Haarwuchs infolge Endokrinopathie (z.B. Hirsutismus), je Sitzung;165;1;9,62;2,3;22,12;3,5;33,66;Ausschlussziffern:;GOAE;z 742;
421;GOÄ 743:;743;z 743; Schleifen und Schmirgeln und/oder Fräsen von Bezirken der Haut oder der Nägel, je Sitzung;75;1;4,37;2,3;10,05;3,5;15,3;Ausschlussziffern:;GOAE;z 743;
422;GOÄ 744:;744;z 744; Stanzen der Haut, je Sitzung;80;1;4,66;2,3;10,72;3,5;16,32;Ausschlussziffern:;GOAE;z 744;
423;GOÄ 745:;745;z 745; Auskratzen von Wundgranulationen oder Entfernung von jeweils bis zu drei Warzen mit dem scharfen Löffel;46;1;2,68;2,3;6,17;3,5;9,38;Ausschlussziffern: GOÄ 200;GOAE;z 745;
424;GOÄ 746:;746;z 746; Elektrolyse oder Kauterisation, als selbständige Leistung;46;1;2,68;2,3;6,17;3,5;9,38;Ausschlussziffern:;GOAE;z 746;
425;GOÄ 747:;747;z 747; Setzen von Schröpfköpfen, Blutegeln oder Anwendung von Saugapparaten, je Sitzung;44;1;2,56;2,3;5,9;3,5;8,98;Ausschlussziffern: GOÄ 551;GOAE;z 747;
426;GOÄ 748:;748;z 748; Hautdrainage;76;1;4,43;2,3;10,19;3,5;15,5;Ausschlussziffern:;GOAE;z 748;
427;GOÄ 750:;750;z 750; Auflichtmikroskopie der Haut (Dermatoskopie), je Sitzung;120;1;6,99;2,3;16,09;3,5;24,48;Ausschlussziffern:;GOAE;z 750;
428;GOÄ 752:;752;z 752; Bestimmung des Elektrolytgehalts im Schweiß durch Widerstandsmessung – einschließlich Stimulation der Schweißsekretion –;150;1;8,74;2,3;20,11;3,5;30,6;Ausschlussziffern:;GOAE;z 752;
429;GOÄ 755:;755;z 755; Hochtouriges Schleifen von Bezirken der Haut bei schweren Entstellungen durch Naevi, narbigen Restzuständen nach Akne vulgaris und ähnlichen Indikationen, je Sitzung;240;1;13,99;2,3;32,17;3,5;48,96;Ausschlussziffern:;GOAE;z 755;
430;GOÄ 756:;756;z 756; Chemochirurgische Behandlung spitzer Kondylome, auch in mehreren Sitzungen;121;1;7,05;2,3;16,22;3,5;24,68;Ausschlussziffern: GOÄ 200, GOÄ 745;GOAE;z 756;
431;GOÄ 757:;757;z 757; Chemochirurgische Behandlung einer Präkanzerose – gegebenenfalls in mehreren Sitzungen –;150;1;8,74;2,3;20,11;3,5;30,6;Ausschlussziffern:;GOAE;z 757;
432;GOÄ 758:;758;z 758; Sticheln oder Öffnen und Ausquetschen von Aknepusteln, je Sitzung;75;1;4,37;2,3;10,05;3,5;15,3;Ausschlussziffern: GOÄ 200;GOAE;z 758;
433;GOÄ 759:;759;z 759; Bestimmung der Alkalineutralisationszeit;76;1;4,43;1,8;7,97;2,5;11,07;Ausschlussziffern:;GOAE;z 759;
434;GOÄ 760:;760;z 760; Alkaliresistenzbestimmung (Tropfmethode);121;1;7,05;1,8;12,69;2,5;17,63;Ausschlussziffern:;GOAE;z 760;
435;GOÄ 761:;761;z 761; UV-Erythemschwellenwertbestimmung – einschließlich Nachschau –;76;1;4,43;1,8;7,97;2,5;11,07;Ausschlussziffern:;GOAE;z 761;
436;GOÄ 762:;762;z 762; Entleerung des Lymphödems an Arm oder Bein durch Abwicklung mit Gummischlauch;130;1;7,58;2,3;17,43;3,5;26,52;Ausschlussziffern:;GOAE;z 762;
437;GOÄ 763:;763;z 763; Spaltung oberflächlich gelegener Venen an einer Extremität oder von Hämorrhoidalknoten mit Thrombus-Expressionen – gegebenenfalls einschließlich Naht –;148;1;8,63;2,3;19,84;3,5;30,19;Ausschlussziffern:;GOAE;z 763;
438;GOÄ 764:;764;z 764; Verödung (Sklerosierung) von Krampfadern oder Hämorrhoidalknoten, je Sitzung;190;1;11,07;2,3;25,47;3,5;38,76;Ausschlussziffern:;GOAE;z 764;
439;GOÄ 765:;765;z 765; Operative Entfernung hypertropher zirkumanaler Hautfalten (Marisquen);280;1;16,32;2,3;37,54;3,5;57,12;Ausschlussziffern:;GOAE;z 765;
440;GOÄ 766:;766;z 766; Ligaturbehandlung von Hämorrhoiden einschließlich Proktoskopie, je Sitzung;225;1;13,11;2,3;30,16;3,5;45,9;Ausschlussziffern:;GOAE;z 766;
441;GOÄ 768:;768;z 768; Ätzung im Enddarmbereich als selbständige Leistung;50;1;2,91;2,3;6,7;3,5;10,2;Ausschlussziffern:;GOAE;z 768;
442;GOÄ 770:;770;z 770; Ausräumung des Mastdarms mit der Hand;140;1;8,16;2,3;18,77;3,5;28,56;Ausschlussziffern: GOÄ 11;GOAE;z 770;
443;GOÄ 780:;780;z 780; Apparative Dehnung (Sprengung) eines Kardiospasmus;242;1;14,11;2,3;32,44;3,5;49,37;Ausschlussziffern: GOÄ 680, GOÄ 681, GOÄ 691, GOÄ 781;GOAE;z 780;
444;GOÄ 781:;781;z 781; Bougierung der Speiseröhre, je Sitzung;76;1;4,43;2,3;10,19;3,5;15,5;Ausschlussziffern: GOÄ 680, GOÄ 681, GOÄ 691, GOÄ 780;GOAE;z 781;
445;GOÄ 784:;784;z 784; Erstanlegen einer externen Medikamentenpumpe – einschließlich Einstellung sowie Beratung und Schulung des Patienten – gegebenenfalls in mehreren Sitzungen –;275;1;16,03;2,3;36,87;3,5;56,1;Ausschlussziffern:;GOAE;z 784;
446;GOÄ 785:;785;z 785; Anlage und Überwachung einer Peritonealdialyse einschließlich der ersten Sitzung;330;1;19,23;2,3;44,24;3,5;67,32;Ausschlussziffern:;GOAE;z 785;
447;GOÄ 786:;786;z 786; Peritonealdialyse bei liegendem Katheter einschließlich Überwachung, jede (weitere) Spülung;55;1;3,21;2,3;7,37;3,5;11,22;Ausschlussziffern:;GOAE;z 786;
448;GOÄ 790:;790;z 790; Ärztliche Betreuung bei Hämodialyse als Training des Patienten und gegebenenfalls seines Dialysepartners zur Vorbereitung auf Heim- oder Limited-Care-Dialysen, auch als Hämofiltration, je Dialyse;500;1;29,14;2,3;67,03;3,5;102;Ausschlussziffern: GOÄ 791, GOÄ 792, GOÄ 793, GOÄ 3550, GOÄ 3555, GOÄ 3557, GOÄ 3558, GOÄ 3562.H1, GOÄ 3565.H1, GOÄ 3574, GOÄ 3580.H1, GOÄ 3584.H1, GOÄ 3585.H1, GOÄ 3587.H1, GOÄ 3592.H1, GOÄ 3594.H1, GOÄ 3595.H1, GOÄ 3620, GOÄ 3680, GOÄ 3761;GOAE;z 790;
449;GOÄ 791:;791;z 791; Ärztliche Betreuung eines Patienten bei Hämodialyse als Heimdialyse oder Limited-Care-Dialyse, auch als Hämofiltration, je Dialyse;320;1;18,65;2,3;42,9;3,5;65,28;Ausschlussziffern: GOÄ 790, GOÄ 792, GOÄ 793, GOÄ 3550, GOÄ 3555, GOÄ 3557, GOÄ 3558, GOÄ 3562.H1, GOÄ 3565.H1, GOÄ 3574, GOÄ 3580.H1, GOÄ 3584.H1, GOÄ 3585.H1, GOÄ 3587.H1, GOÄ 3592.H1, GOÄ 3594.H1, GOÄ 3595.H1, GOÄ 3620, GOÄ 3680, GOÄ 3761;GOAE;z 791;
450;GOÄ 792:;792;z 792; Ärztliche Betreuung eines Patienten bei Hämodialyse als Zentrums- oder Praxisdialyse (auch als Feriendialyse) – auch als Hämofiltration oder bei Plasmapherese -, je Dialyse bzw. Sitzung;440;1;25,65;2,3;58,99;3,5;89,76;Ausschlussziffern: GOÄ 790, GOÄ 791, GOÄ 793, GOÄ 3550, GOÄ 3555, GOÄ 3557, GOÄ 3558, GOÄ 3562.H1, GOÄ 3565.H1, GOÄ 3574, GOÄ 3580.H1, GOÄ 3584.H1, GOÄ 3585.H1, GOÄ 3587.H1, GOÄ 3592.H1, GOÄ 3594.H1, GOÄ 3595.H1, GOÄ 3620, GOÄ 3680, GOÄ 3761;GOAE;z 792;
451;GOÄ 793:;793;z 793; Ärztliche Betreuung eines Patienten bei kontinuierlicher ambulanter Peritonealdialyse (CAPD), je Tag;115;1;6,7;2,3;15,42;3,5;23,46;Ausschlussziffern:;GOAE;z 793;
452;GOÄ 800:;800;z 800; Eingehende neurologische Untersuchung – gegebenenfalls einschließlich der Untersuchung des Augenhintergrundes –;195;1;11,37;2,3;26,14;3,5;39,78;Ausschlussziffern: GOÄ 8, GOÄ 26, GOÄ 825, GOÄ 826, GOÄ 830, GOÄ 835, GOÄ 1400;GOAE;z 800;
453;GOÄ 801:;801;z 801; Eingehende psychiatrische Untersuchung – gegebenenfalls unter Einschaltung der Bezugs- und/oder Kontaktperson –;250;1;14,57;2,3;33,52;3,5;51;Ausschlussziffern: GOÄ 4, GOÄ 8, GOÄ 715, GOÄ 716, GOÄ 717, GOÄ 718, GOÄ 807, GOÄ 825, GOÄ 826, GOÄ 830, GOÄ 1400;GOAE;z 801;
454;GOÄ 804:;804;z 804; Psychiatrische Behandlung durch eingehendes therapeutisches Gespräch – auch mit gezielter Exploration –;150;1;8,74;2,3;20,11;3,5;30,6;Ausschlussziffern: GOÄ 1, GOÄ 3, GOÄ 22, GOÄ 30, GOÄ 34, GOÄ 806, GOÄ 886;GOAE;z 804;
455;GOÄ 806:;806;z 806; Psychiatrische Behandlung durch gezielte Exploration und eingehendes therapeutisches Gespräch, auch in akuter Konfliktsituation – gegebenenfalls unter Einschluß eines eingehenden situationsregulierenden Kontaktgesprächs mit Dritten -, Mindestdauer 20 Minuten;250;1;14,57;2,3;33,52;3,5;51;Ausschlussziffern: GOÄ 1, GOÄ 3, GOÄ 4, GOÄ 22, GOÄ 30, GOÄ 34, GOÄ 725, GOÄ 804, GOÄ 812, GOÄ 817, GOÄ 835, GOÄ 849, GOÄ 885;GOAE;z 806;
456;GOÄ 807:;807;z 807; Erhebung einer biographischen psychiatrischen Anamnese bei Kindern oder Jugendlichen unter Einschaltung der Bezugs- und Kontaktpersonen mit schriftlicher Aufzeichnung, auch in mehreren Sitzungen;400;1;23,31;2,3;53,62;3,5;81,6;Ausschlussziffern: GOÄ 1, GOÄ 3, GOÄ 4, GOÄ 22, GOÄ 30, GOÄ 34, GOÄ 801, GOÄ 817, GOÄ 835, GOÄ 860, GOÄ 885;GOAE;z 807;
457;GOÄ 808:;808;z 808; Einleitung oder Verlängerung der tiefenpsychologisch fundierten oder der analytischen Psychotherapie – einschließlich Antrag auf Feststellung der Leistungspflicht im Rahmen des Gutachterverfahrens, gegebenenfalls einschließlich Besprechung mit dem nichtärztlichen Psychotherapeuten –;400;1;23,31;2,3;53,62;3,5;81,6;Ausschlussziffern: GOÄ 1, GOÄ 3, GOÄ 22, GOÄ 30, GOÄ 34;GOAE;z 808;
458;GOÄ 812:;812;z 812; Psychiatrische Notfallbehandlung bei Suizidversuch und anderer psychischer Dekompensation durch sofortige Intervention und eingehendes therapeutisches Gespräch;500;1;29,14;2,3;67,03;3,5;102;Ausschlussziffern: GOÄ 1, GOÄ 3, GOÄ 22, GOÄ 30, GOÄ 34, GOÄ 804, GOÄ 806, GOÄ 886;GOAE;z 812;
459;GOÄ 816:;816;z 816; Neuropsychiatrische Behandlung eines Anfallkranken mit Kontrolle der Anfallaufzeichnung – gegebenenfalls mit medikamentöser Ein- oder Umstellung und auch mit Einschaltung von Kontaktpersonen –;180;1;10,49;2,3;24,13;3,5;36,72;Ausschlussziffern: GOÄ 1, GOÄ 3, GOÄ 4, GOÄ 34, GOÄ 804;GOAE;z 816;
460;GOÄ 817:;817;z 817; Eingehende psychiatrische Beratung der Bezugsperson psychisch gestörter Kinder oder Jugendlicher anhand erhobener Befunde und Erläuterung geplanter therapeutischer Maßnahmen;180;1;10,49;2,3;24,13;3,5;36,72;Ausschlussziffern: GOÄ 1, GOÄ 3, GOÄ 4, GOÄ 34, GOÄ 804;GOAE;z 817;
461;GOÄ 825:;825;z 825; Genaue Geruchs- und/oder Geschmacksprüfung zur Differenzierung von Störungen der Hirnnerven, als selbständige Leistung;83;1;4,84;2,3;11,13;3,5;16,93;Ausschlussziffern: GOÄ 800, GOÄ 801;GOAE;z 825;
462;GOÄ 826:;826;z 826; Gezielte neurologische Gleichgewichts- und Koordinationsprüfung – gegebenenfalls einschließlich kalorisch-otologischer Prüfung –;99;1;5,77;2,3;13,27;3,5;20,2;Ausschlussziffern: GOÄ 800, GOÄ 801, GOÄ 1412;GOAE;z 826;
463;GOÄ 827:;827;z 827; Elektroenzephalographische Untersuchung – auch mit Standardprovokationen –;605;1;35,26;2,3;81,11;3,5;123,42;Ausschlussziffern: GOÄ 827a, GOÄ 1409;GOAE;z 827;
464;GOÄ 827a:;827a;z 827a; Langzeit-elektroenzephalographische Untersuchung von mindestens 18 Stunden Dauer – einschließlich Aufzeichnung und Auswertung –;950;1;55,37;2,3;127,36;3,5;193,81;Ausschlussziffern: GOÄ 827, GOÄ 1409;GOAE;z 827a;
465;GOÄ 828:;828;z 828; Messung visuell, akustisch oder somatosensorisch evozierter Hirnpotentiale (VEP, AEP, SSP);605;1;35,26;2,3;81,11;3,5;123,42;Ausschlussziffern: GOÄ 1409;GOAE;z 828;
466;GOÄ 829:;829;z 829; Sensible Elektroneurographie mit Oberflächenelektroden – gegebenenfalls einschließlich Bestimmung der Rheobase und der Chronaxie –;160;1;9,33;2,3;21,45;3,5;32,64;Ausschlussziffern: GOÄ 838, GOÄ 839, GOÄ 840, GOÄ 1409;GOAE;z 829;
467;GOÄ 830:;830;z 830; Eingehende Prüfung auf Aphasie, Apraxie, Alexie, Agraphie, Agnosie und Körperschemastörungen;80;1;4,66;2,3;10,72;3,5;16,32;Ausschlussziffern: GOÄ 800, GOÄ 801;GOAE;z 830;
